Year,Month,Day,Hour,Min,Sec,SSS
2018,8,31,16,0,20,35.0000
2018,8,31,16,2,13,35.0000
2018,8,31,16,3,46,35.0000
2018,8,31,16,5,18,35.0000
2018,8,31,16,6,51,35.0000
2018,8,31,16,8,23,35.0000
2018,8,31,16,9,56,35.0000
2018,8,31,16,11,29,35.0000
2018,8,31,16,13,1,35.0000
2018,8,31,16,14,34,35.0000
2018,8,31,16,16,6,35.0000
2018,8,31,16,17,39,35.0000
2018,8,31,16,19,12,35.0000
2018,8,31,16,20,44,35.0000
2018,8,31,16,22,17,35.0000
2018,8,31,16,23,49,35.0000
2018,8,31,16,25,22,35.0000
2018,8,31,16,26,55,35.0000
2018,8,31,16,28,27,35.0000
2018,8,31,16,30,0,35.0000
2018,8,31,16,31,32,35.0000
2018,8,31,16,33,5,35.0000
2018,8,31,16,34,38,35.0000
2018,8,31,16,36,10,35.0000
2018,8,31,16,37,43,35.0000
2018,8,31,16,39,15,35.0000
2018,8,31,16,40,48,35.0000
2018,8,31,16,42,21,35.0000
2018,8,31,16,43,53,35.0000
2018,8,31,16,45,26,35.0000
2018,8,31,16,46,59,35.0000
2018,8,31,16,48,31,35.0000
2018,8,31,16,50,4,35.0000
2018,8,31,16,51,36,35.0000
2018,8,31,16,53,9,35.0000
2018,8,31,16,54,42,35.0000
2018,8,31,16,56,14,35.0000
2018,8,31,16,57,47,35.0000
2018,8,31,16,59,19,35.0000
2018,8,31,17,0,52,35.0000
2018,8,31,17,2,46,35.0000
2018,8,31,17,4,18,35.0000
2018,8,31,17,5,51,35.0000
2018,8,31,17,7,24,35.0000
2018,8,31,17,8,56,35.0000
2018,8,31,17,10,29,35.0000
2018,8,31,17,12,1,35.0000
2018,8,31,17,13,34,35.0000
2018,8,31,17,15,7,35.0000
2018,8,31,17,16,39,35.0000
2018,8,31,17,18,12,35.0000
2018,8,31,17,19,45,35.0000
2018,8,31,17,21,17,35.0000
2018,8,31,17,22,50,35.0000
2018,8,31,17,24,22,35.0000
2018,8,31,17,25,55,35.0000
2018,8,31,17,27,28,35.0000
2018,8,31,17,29,0,35.0000
2018,8,31,17,30,33,35.0000
2018,8,31,17,32,6,35.0000
2018,8,31,17,36,36,35.0000
2018,8,31,17,41,6,35.0000
2018,8,31,17,45,37,35.0000
2018,8,31,17,50,7,35.0000
2018,8,31,17,54,38,35.0000
2018,8,31,17,56,8,35.0000
2018,8,31,17,57,38,35.0000
2018,8,31,17,59,8,35.0000
2018,8,31,18,0,39,35.0000
2018,8,31,18,5,55,35.0000
2018,8,31,18,7,27,35.0000
2018,8,31,18,9,0,35.0000
2018,8,31,18,10,32,35.0000
2018,8,31,18,12,5,35.0000
2018,8,31,18,13,37,35.0000
2018,8,31,18,15,10,35.0000
2018,8,31,18,16,43,35.0000
2018,8,31,18,18,15,35.0000
2018,8,31,18,19,48,35.0000
2018,8,31,18,21,21,35.0000
2018,8,31,18,22,53,35.0000
2018,8,31,18,24,26,35.0000
2018,8,31,18,25,58,35.0000
2018,8,31,18,27,31,35.0000
2018,8,31,18,29,3,35.0000
2018,8,31,18,30,36,35.0000
2018,8,31,18,32,9,35.0000
2018,8,31,18,33,41,35.0000
2018,8,31,18,35,14,35.0000
2018,8,31,18,36,46,35.0000
2018,8,31,18,38,19,35.0000
2018,8,31,18,39,52,35.0000
2018,8,31,18,41,24,35.0000
2018,8,31,18,42,57,35.0000
2018,8,31,18,44,29,35.0000
2018,8,31,18,46,2,35.0000
2018,8,31,18,47,36,35.0000
2018,8,31,18,49,9,35.0000
2018,8,31,18,50,41,35.0000
2018,8,31,18,52,14,35.0000
2018,8,31,18,53,46,35.0000
2018,8,31,18,55,19,35.0000
2018,8,31,18,56,52,35.0000
2018,8,31,18,58,24,35.0000
2018,8,31,18,59,57,35.0000
2018,8,31,19,1,30,35.0000
2018,8,31,19,3,23,35.0000
2018,8,31,19,4,56,35.0000
2018,8,31,19,6,28,35.0000
2018,8,31,19,8,1,35.0000
2018,8,31,19,9,34,35.0000
2018,8,31,19,11,6,35.0000
2018,8,31,19,12,39,35.0000
2018,8,31,19,14,11,35.0000
2018,8,31,19,15,44,35.0000
2018,8,31,19,17,16,35.0000
2018,8,31,19,18,49,35.0000
2018,8,31,19,20,22,35.0000
2018,8,31,19,21,54,35.0000
2018,8,31,19,23,27,35.0000
2018,8,31,19,25,0,35.0000
2018,8,31,19,26,32,35.0000
2018,8,31,19,28,5,35.0000
2018,8,31,19,29,37,35.0000
2018,8,31,19,31,10,35.0000
2018,8,31,19,32,43,35.0000
2018,8,31,19,34,17,35.0000
2018,8,31,19,35,49,35.0000
2018,8,31,19,37,22,35.0000
2018,8,31,19,38,54,35.0000
2018,8,31,19,40,27,35.0000
2018,8,31,19,42,0,35.0000
2018,8,31,19,43,32,35.0000
2018,8,31,19,45,5,35.0000
2018,8,31,19,46,37,35.0000
2018,8,31,19,48,10,35.0000
2018,8,31,19,49,43,35.0000
2018,8,31,19,51,17,35.0000
2018,8,31,19,52,49,35.0000
2018,8,31,19,54,22,35.0000
2018,8,31,19,55,54,35.0000
2018,8,31,19,57,27,35.0000
2018,8,31,19,58,59,35.0000
2018,8,31,20,0,32,35.0000
2018,8,31,20,2,5,35.0000
2018,8,31,20,3,58,35.0000
2018,8,31,20,5,31,35.0000
2018,8,31,20,7,3,35.0000
2018,8,31,20,8,36,35.0000
2018,8,31,20,13,6,35.0000
2018,8,31,20,17,37,35.0000
2018,8,31,20,22,7,35.0000
2018,8,31,20,26,37,35.0000
2018,8,31,20,31,11,35.0000
2018,8,31,20,35,46,35.0000
2018,8,31,20,40,17,35.0000
2018,8,31,20,44,47,35.0000
2018,8,31,20,49,18,35.0000
2018,8,31,20,53,48,35.0000
2018,8,31,20,58,18,35.0000
2018,8,31,20,59,49,35.0000
2018,8,31,21,1,19,35.0000
2018,8,31,21,3,10,35.0000
2018,8,31,21,4,40,35.0000
2018,8,31,21,9,36,35.0000
2018,8,31,21,11,9,35.0000
2018,8,31,21,12,42,35.0000
2018,8,31,21,14,14,35.0000
2018,8,31,21,15,47,35.0000
2018,8,31,21,17,19,35.0000
2018,8,31,21,18,52,35.0000
2018,8,31,21,20,24,35.0000
2018,8,31,21,21,57,35.0000
2018,8,31,21,23,30,35.0000
2018,8,31,21,25,2,35.0000
2018,8,31,21,26,35,35.0000
2018,8,31,21,28,7,35.0000
2018,8,31,21,29,40,35.0000
2018,8,31,21,31,13,35.0000
2018,8,31,21,32,45,35.0000
2018,8,31,21,34,18,35.0000
2018,8,31,21,35,51,35.0000
2018,8,31,21,37,23,35.0000
2018,8,31,21,38,56,35.0000
2018,8,31,21,40,28,35.0000
2018,8,31,21,42,1,35.0000
2018,8,31,21,43,34,35.0000
2018,8,31,21,45,8,35.0000
2018,8,31,21,46,40,35.0000
2018,8,31,21,48,13,35.0000
2018,8,31,21,49,45,35.0000
2018,8,31,21,51,18,35.0000
2018,8,31,21,52,51,35.0000
2018,8,31,21,54,23,35.0000
2018,8,31,21,55,56,35.0000
2018,8,31,21,57,28,35.0000
2018,8,31,21,59,1,35.0000
2018,8,31,22,0,34,35.0000
2018,8,31,22,2,7,35.0000
2018,8,31,22,4,0,35.0000
2018,8,31,22,5,32,35.0000
2018,8,31,22,7,5,35.0000
2018,8,31,22,8,38,35.0000
2018,8,31,22,10,10,35.0000
2018,8,31,22,11,43,35.0000
2018,8,31,22,13,15,35.0000
2018,8,31,22,14,48,35.0000
2018,8,31,22,16,21,35.0000
2018,8,31,22,17,53,35.0000
2018,8,31,22,19,26,35.0000
2018,8,31,22,20,58,35.0000
2018,8,31,22,22,31,35.0000
2018,8,31,22,24,4,35.0000
2018,8,31,22,25,36,35.0000
2018,8,31,22,27,9,35.0000
2018,8,31,22,28,41,35.0000
2018,8,31,22,30,14,35.0000
2018,8,31,22,31,47,35.0000
2018,8,31,22,33,19,35.0000
2018,8,31,22,34,52,35.0000
2018,8,31,22,36,24,35.0000
2018,8,31,22,37,57,35.0000
2018,8,31,22,39,30,35.0000
2018,8,31,22,41,2,35.0000
2018,8,31,22,42,35,35.0000
2018,8,31,22,44,7,35.0000
2018,8,31,22,45,40,35.0000
2018,8,31,22,47,13,35.0000
2018,8,31,22,48,45,35.0000
2018,8,31,22,50,18,35.0000
2018,8,31,22,51,50,35.0000
2018,8,31,22,53,23,35.0000
2018,8,31,22,54,56,35.0000
2018,8,31,22,56,28,35.0000
2018,8,31,22,58,1,35.0000
2018,8,31,22,59,33,35.0000
2018,8,31,23,1,6,35.0000
2018,8,31,23,2,39,35.0000
2018,8,31,23,4,32,35.0000
2018,8,31,23,6,5,35.0000
2018,8,31,23,7,39,35.0000
2018,8,31,23,9,11,35.0000
2018,8,31,23,10,44,35.0000
2018,8,31,23,12,16,35.0000
2018,8,31,23,16,47,35.0000
2018,8,31,23,21,18,35.0000
2018,8,31,23,25,48,35.0000
2018,8,31,23,30,18,35.0000
2018,8,31,23,34,48,35.0000
2018,8,31,23,36,19,35.0000
2018,8,31,23,37,49,35.0000
2018,8,31,23,39,19,35.0000
2018,8,31,23,40,50,35.0000
2018,8,31,23,45,45,35.0000
2018,8,31,23,47,18,35.0000
2018,8,31,23,48,51,35.0000
2018,8,31,23,50,23,35.0000
2018,8,31,23,51,56,35.0000
2018,8,31,23,53,28,35.0000
2018,8,31,23,55,1,35.0000
2018,8,31,23,56,34,35.0000
2018,8,31,23,58,6,35.0000
2018,8,31,23,59,39,35.0000
2018,9,1,0,1,11,35.0000
2018,9,1,0,2,44,35.0000
2018,9,1,0,4,38,35.0000
2018,9,1,0,6,10,35.0000
2018,9,1,0,7,43,35.0000
2018,9,1,0,9,15,35.0000
2018,9,1,0,10,48,35.0000
2018,9,1,0,12,20,35.0000
2018,9,1,0,13,53,35.0000
2018,9,1,0,15,26,35.0000
2018,9,1,0,16,58,35.0000
2018,9,1,0,18,31,35.0000
2018,9,1,0,20,4,35.0000
2018,9,1,0,21,36,35.0000
2018,9,1,0,23,9,35.0000
2018,9,1,0,24,41,35.0000
2018,9,1,0,26,14,35.0000
2018,9,1,0,27,46,35.0000
2018,9,1,0,29,19,35.0000
2018,9,1,0,30,52,35.0000
2018,9,1,0,32,24,35.0000
2018,9,1,0,33,57,35.0000
2018,9,1,0,35,29,35.0000
2018,9,1,0,37,2,35.0000
2018,9,1,0,38,35,35.0000
2018,9,1,0,40,7,35.0000
2018,9,1,0,41,40,35.0000
2018,9,1,0,43,12,35.0000
2018,9,1,0,44,45,35.0000
2018,9,1,0,46,18,35.0000
2018,9,1,0,47,50,35.0000
2018,9,1,0,49,23,35.0000
2018,9,1,0,50,55,35.0000
2018,9,1,0,52,29,35.0000
2018,9,1,0,54,2,35.0000
2018,9,1,0,55,35,35.0000
2018,9,1,0,57,7,35.0000
2018,9,1,0,58,40,35.0000
2018,9,1,1,0,12,35.0000
2018,9,1,1,1,45,35.0000
2018,9,1,1,3,18,35.0000
2018,9,1,1,5,11,35.0000
2018,9,1,1,6,44,35.0000
2018,9,1,1,8,16,35.0000
2018,9,1,1,9,49,35.0000
2018,9,1,1,11,21,35.0000
2018,9,1,1,12,54,35.0000
2018,9,1,1,14,26,35.0000
2018,9,1,1,15,59,35.0000
2018,9,1,1,17,32,35.0000
2018,9,1,1,19,4,35.0000
2018,9,1,1,20,37,35.0000
2018,9,1,1,22,9,35.0000
2018,9,1,1,23,42,35.0000
2018,9,1,1,25,15,35.0000
2018,9,1,1,26,47,35.0000
2018,9,1,1,28,20,35.0000
2018,9,1,1,29,52,35.0000
2018,9,1,1,31,25,35.0000
2018,9,1,1,32,58,35.0000
2018,9,1,1,34,30,35.0000
2018,9,1,1,36,3,35.0000
2018,9,1,1,37,35,35.0000
2018,9,1,1,39,8,35.0000
2018,9,1,1,40,40,35.0000
2018,9,1,1,42,13,35.0000
2018,9,1,1,43,46,35.0000
2018,9,1,1,45,20,35.0000
2018,9,1,1,46,52,35.0000
2018,9,1,1,48,25,35.0000
2018,9,1,1,52,55,35.0000
2018,9,1,1,57,26,35.0000
2018,9,1,2,1,56,35.0000
2018,9,1,2,6,26,35.0000
2018,9,1,2,11,17,35.0000
2018,9,1,2,12,48,35.0000
2018,9,1,2,14,18,35.0000
2018,9,1,2,15,48,35.0000
2018,9,1,2,17,18,35.0000
2018,9,1,2,22,15,35.0000
2018,9,1,2,23,47,35.0000
2018,9,1,2,25,20,35.0000
2018,9,1,2,26,52,35.0000
2018,9,1,2,28,25,35.0000
2018,9,1,2,29,58,35.0000
2018,9,1,2,31,30,35.0000
2018,9,1,2,33,3,35.0000
2018,9,1,2,34,35,35.0000
2018,9,1,2,36,8,35.0000
2018,9,1,2,37,41,35.0000
2018,9,1,2,39,13,35.0000
2018,9,1,2,40,46,35.0000
2018,9,1,2,42,18,35.0000
2018,9,1,2,43,51,35.0000
2018,9,1,2,45,23,35.0000
2018,9,1,2,46,56,35.0000
2018,9,1,2,48,29,35.0000
2018,9,1,2,50,1,35.0000
2018,9,1,2,51,34,35.0000
2018,9,1,2,53,6,35.0000
2018,9,1,2,54,40,35.0000
2018,9,1,2,56,13,35.0000
2018,9,1,2,57,46,35.0000
2018,9,1,2,59,18,35.0000
2018,9,1,3,0,51,35.0000
2018,9,1,3,2,23,35.0000
2018,9,1,3,3,56,35.0000
2018,9,1,3,5,50,35.0000
2018,9,1,3,7,22,35.0000
2018,9,1,3,8,55,35.0000
2018,9,1,3,10,27,35.0000
2018,9,1,3,12,0,35.0000
2018,9,1,3,13,33,35.0000
2018,9,1,3,15,5,35.0000
2018,9,1,3,16,38,35.0000
2018,9,1,3,18,10,35.0000
2018,9,1,3,19,43,35.0000
2018,9,1,3,21,16,35.0000
2018,9,1,3,22,48,35.0000
2018,9,1,3,24,21,35.0000
2018,9,1,3,25,53,35.0000
2018,9,1,3,27,26,35.0000
2018,9,1,3,28,58,35.0000
2018,9,1,3,30,31,35.0000
2018,9,1,3,32,4,35.0000
2018,9,1,3,33,36,35.0000
2018,9,1,3,35,9,35.0000
2018,9,1,3,36,41,35.0000
2018,9,1,3,38,14,35.0000
2018,9,1,3,39,47,35.0000
2018,9,1,3,41,19,35.0000
2018,9,1,3,42,52,35.0000
2018,9,1,3,44,24,35.0000
2018,9,1,3,45,58,35.0000
2018,9,1,3,47,32,35.0000
2018,9,1,3,49,5,35.0000
2018,9,1,3,50,37,35.0000
2018,9,1,3,52,10,35.0000
2018,9,1,3,53,43,35.0000
2018,9,1,3,55,15,35.0000
2018,9,1,3,56,48,35.0000
2018,9,1,3,58,20,35.0000
2018,9,1,3,59,53,35.0000
2018,9,1,4,1,26,35.0000
2018,9,1,4,2,58,35.0000
2018,9,1,4,4,31,35.0000
2018,9,1,4,6,24,35.0000
2018,9,1,4,7,57,35.0000
2018,9,1,4,9,29,35.0000
2018,9,1,4,11,2,35.0000
2018,9,1,4,12,34,35.0000
2018,9,1,4,14,7,35.0000
2018,9,1,4,15,41,35.0000
2018,9,1,4,17,14,35.0000
2018,9,1,4,18,46,35.0000
2018,9,1,4,20,19,35.0000
2018,9,1,4,21,52,35.0000
2018,9,1,4,23,24,35.0000
2018,9,1,4,24,57,35.0000
2018,9,1,4,29,27,35.0000
2018,9,1,4,33,58,35.0000
2018,9,1,4,38,28,35.0000
2018,9,1,4,42,58,35.0000
2018,9,1,4,47,32,35.0000
2018,9,1,4,52,7,35.0000
2018,9,1,4,56,37,35.0000
2018,9,1,5,1,8,35.0000
2018,9,1,5,5,38,35.0000
2018,9,1,5,10,29,35.0000
2018,9,1,5,14,59,35.0000
2018,9,1,5,16,30,35.0000
2018,9,1,5,18,1,35.0000
2018,9,1,5,19,31,35.0000
2018,9,1,5,21,1,35.0000
2018,9,1,5,25,57,35.0000
2018,9,1,5,27,29,35.0000
2018,9,1,5,29,2,35.0000
2018,9,1,5,30,34,35.0000
2018,9,1,5,32,7,35.0000
2018,9,1,5,33,40,35.0000
2018,9,1,5,35,12,35.0000
2018,9,1,5,36,45,35.0000
2018,9,1,5,38,17,35.0000
2018,9,1,5,39,50,35.0000
2018,9,1,5,41,23,35.0000
2018,9,1,5,42,55,35.0000
2018,9,1,5,44,28,35.0000
2018,9,1,5,46,2,35.0000
2018,9,1,5,47,34,35.0000
2018,9,1,5,49,7,35.0000
2018,9,1,5,50,40,35.0000
2018,9,1,5,52,12,35.0000
2018,9,1,5,53,45,35.0000
2018,9,1,5,55,17,35.0000
2018,9,1,5,56,50,35.0000
2018,9,1,5,58,22,35.0000
2018,9,1,5,59,55,35.0000
2018,9,1,6,1,28,35.0000
2018,9,1,6,3,0,35.0000
2018,9,1,6,4,33,35.0000
2018,9,1,6,6,26,35.0000
2018,9,1,6,7,59,35.0000
2018,9,1,6,9,32,35.0000
2018,9,1,6,11,4,35.0000
2018,9,1,6,12,37,35.0000
2018,9,1,6,14,9,35.0000
2018,9,1,6,15,42,35.0000
2018,9,1,6,17,14,35.0000
2018,9,1,6,18,47,35.0000
2018,9,1,6,20,20,35.0000
2018,9,1,6,21,52,35.0000
2018,9,1,6,23,25,35.0000
2018,9,1,6,24,57,35.0000
2018,9,1,6,26,30,35.0000
2018,9,1,6,28,3,35.0000
2018,9,1,6,29,35,35.0000
2018,9,1,6,31,8,35.0000
2018,9,1,6,32,40,35.0000
2018,9,1,6,34,13,35.0000
2018,9,1,6,35,46,35.0000
2018,9,1,6,37,18,35.0000
2018,9,1,6,38,51,35.0000
2018,9,1,6,40,23,35.0000
2018,9,1,6,41,56,35.0000
2018,9,1,6,43,29,35.0000
2018,9,1,6,45,3,35.0000
2018,9,1,6,46,35,35.0000
2018,9,1,6,48,8,35.0000
2018,9,1,6,49,40,35.0000
2018,9,1,6,51,13,35.0000
2018,9,1,6,52,45,35.0000
2018,9,1,6,54,18,35.0000
2018,9,1,6,55,51,35.0000
2018,9,1,6,57,23,35.0000
2018,9,1,6,58,56,35.0000
2018,9,1,7,0,28,35.0000
2018,9,1,7,2,1,35.0000
2018,9,1,7,3,34,35.0000
2018,9,1,7,5,6,35.0000
2018,9,1,7,7,0,35.0000
2018,9,1,7,8,32,35.0000
2018,9,1,7,10,5,35.0000
2018,9,1,7,11,38,35.0000
2018,9,1,7,13,10,35.0000
2018,9,1,7,14,43,35.0000
2018,9,1,7,16,15,35.0000
2018,9,1,7,17,48,35.0000
2018,9,1,7,19,20,35.0000
2018,9,1,7,20,53,35.0000
2018,9,1,7,22,26,35.0000
2018,9,1,7,23,58,35.0000
2018,9,1,7,25,31,35.0000
2018,9,1,7,27,3,35.0000
2018,9,1,7,28,36,35.0000
2018,9,1,7,33,6,35.0000
2018,9,1,7,37,37,35.0000
2018,9,1,7,42,7,35.0000
2018,9,1,7,46,37,35.0000
2018,9,1,7,51,7,35.0000
2018,9,1,7,52,38,35.0000
2018,9,1,7,54,8,35.0000
2018,9,1,7,55,38,35.0000
2018,9,1,7,57,9,35.0000
2018,9,1,8,2,5,35.0000
2018,9,1,8,3,37,35.0000
2018,9,1,8,5,10,35.0000
2018,9,1,8,7,3,35.0000
2018,9,1,8,8,36,35.0000
2018,9,1,8,10,8,35.0000
2018,9,1,8,11,41,35.0000
2018,9,1,8,13,14,35.0000
2018,9,1,8,14,46,35.0000
2018,9,1,8,16,19,35.0000
2018,9,1,8,17,51,35.0000
2018,9,1,8,19,24,35.0000
2018,9,1,8,20,57,35.0000
2018,9,1,8,22,29,35.0000
2018,9,1,8,24,2,35.0000
2018,9,1,8,25,34,35.0000
2018,9,1,8,27,7,35.0000
2018,9,1,8,28,40,35.0000
2018,9,1,8,30,14,35.0000
2018,9,1,8,31,46,35.0000
2018,9,1,8,33,19,35.0000
2018,9,1,8,34,51,35.0000
2018,9,1,8,36,24,35.0000
2018,9,1,8,37,56,35.0000
2018,9,1,8,39,29,35.0000
2018,9,1,8,41,2,35.0000
2018,9,1,8,42,34,35.0000
2018,9,1,8,44,7,35.0000
2018,9,1,8,45,39,35.0000
2018,9,1,8,47,12,35.0000
2018,9,1,8,48,44,35.0000
2018,9,1,8,50,17,35.0000
2018,9,1,8,51,50,35.0000
2018,9,1,8,53,24,35.0000
2018,9,1,8,54,56,35.0000
2018,9,1,8,56,29,35.0000
2018,9,1,8,58,1,35.0000
2018,9,1,8,59,34,35.0000
2018,9,1,9,1,6,35.0000
2018,9,1,9,2,39,35.0000
2018,9,1,9,4,12,35.0000
2018,9,1,9,5,44,35.0000
2018,9,1,9,7,38,35.0000
2018,9,1,9,9,10,35.0000
2018,9,1,9,10,43,35.0000
2018,9,1,9,12,15,35.0000
2018,9,1,9,13,48,35.0000
2018,9,1,9,15,21,35.0000
2018,9,1,9,16,53,35.0000
2018,9,1,9,18,26,35.0000
2018,9,1,9,19,58,35.0000
2018,9,1,9,21,31,35.0000
2018,9,1,9,23,4,35.0000
2018,9,1,9,24,36,35.0000
2018,9,1,9,26,9,35.0000
2018,9,1,9,27,41,35.0000
2018,9,1,9,29,14,35.0000
2018,9,1,9,30,47,35.0000
2018,9,1,9,32,19,35.0000
2018,9,1,9,33,52,35.0000
2018,9,1,9,35,24,35.0000
2018,9,1,9,36,57,35.0000
2018,9,1,9,38,30,35.0000
2018,9,1,9,40,2,35.0000
2018,9,1,9,41,35,35.0000
2018,9,1,9,43,7,35.0000
2018,9,1,9,44,40,35.0000
2018,9,1,9,46,12,35.0000
2018,9,1,9,47,45,35.0000
2018,9,1,9,49,18,35.0000
2018,9,1,9,50,50,35.0000
2018,9,1,9,52,23,35.0000
2018,9,1,9,53,55,35.0000
2018,9,1,9,55,28,35.0000
2018,9,1,9,57,0,35.0000
2018,9,1,9,58,33,35.0000
2018,9,1,10,0,6,35.0000
2018,9,1,10,1,38,35.0000
2018,9,1,10,3,11,35.0000
2018,9,1,10,4,43,35.0000
2018,9,1,10,9,14,35.0000
2018,9,1,10,14,5,35.0000
2018,9,1,10,18,35,35.0000
2018,9,1,10,23,6,35.0000
2018,9,1,10,27,36,35.0000
2018,9,1,10,29,6,35.0000
2018,9,1,10,30,37,35.0000
2018,9,1,10,32,7,35.0000
2018,9,1,10,33,37,35.0000
2018,9,1,10,38,34,35.0000
2018,9,1,10,40,6,35.0000
2018,9,1,10,41,38,35.0000
2018,9,1,10,43,11,35.0000
2018,9,1,10,44,44,35.0000
2018,9,1,10,46,16,35.0000
2018,9,1,10,47,49,35.0000
2018,9,1,10,49,21,35.0000
2018,9,1,10,50,54,35.0000
2018,9,1,10,52,26,35.0000
2018,9,1,10,53,59,35.0000
2018,9,1,10,55,32,35.0000
2018,9,1,10,57,4,35.0000
2018,9,1,10,58,37,35.0000
2018,9,1,11,0,9,35.0000
2018,9,1,11,1,42,35.0000
2018,9,1,11,3,14,35.0000
2018,9,1,11,4,47,35.0000
2018,9,1,11,6,20,35.0000
2018,9,1,11,8,13,35.0000
2018,9,1,11,9,46,35.0000
2018,9,1,11,11,18,35.0000
2018,9,1,11,12,51,35.0000
2018,9,1,11,14,24,35.0000
2018,9,1,11,15,56,35.0000
2018,9,1,11,17,29,35.0000
2018,9,1,11,19,1,35.0000
2018,9,1,11,20,34,35.0000
2018,9,1,11,22,6,35.0000
2018,9,1,11,23,39,35.0000
2018,9,1,11,25,11,35.0000
2018,9,1,11,26,44,35.0000
2018,9,1,11,28,17,35.0000
2018,9,1,11,29,49,35.0000
2018,9,1,11,31,22,35.0000
2018,9,1,11,32,54,35.0000
2018,9,1,11,34,27,35.0000
2018,9,1,11,35,59,35.0000
2018,9,1,11,37,32,35.0000
2018,9,1,11,39,5,35.0000
2018,9,1,11,40,37,35.0000
2018,9,1,11,42,10,35.0000
2018,9,1,11,43,42,35.0000
2018,9,1,11,45,15,35.0000
2018,9,1,11,46,48,35.0000
2018,9,1,11,48,20,35.0000
2018,9,1,11,49,53,35.0000
2018,9,1,11,51,25,35.0000
2018,9,1,11,52,58,35.0000
2018,9,1,11,54,31,35.0000
2018,9,1,11,56,3,35.0000
2018,9,1,11,57,36,35.0000
2018,9,1,11,59,8,35.0000
2018,9,1,12,0,41,35.0000
2018,9,1,12,2,14,35.0000
2018,9,1,12,3,46,35.0000
2018,9,1,12,5,19,35.0000
2018,9,1,12,6,51,35.0000
2018,9,1,12,8,45,35.0000
2018,9,1,12,10,17,35.0000
2018,9,1,12,11,50,35.0000
2018,9,1,12,13,23,35.0000
2018,9,1,12,14,55,35.0000
2018,9,1,12,16,28,35.0000
2018,9,1,12,18,1,35.0000
2018,9,1,12,19,33,35.0000
2018,9,1,12,21,6,35.0000
2018,9,1,12,22,38,35.0000
2018,9,1,12,24,11,35.0000
2018,9,1,12,25,43,35.0000
2018,9,1,12,27,16,35.0000
2018,9,1,12,28,49,35.0000
2018,9,1,12,30,21,35.0000
2018,9,1,12,31,54,35.0000
2018,9,1,12,33,26,35.0000
2018,9,1,12,34,59,35.0000
2018,9,1,12,36,31,35.0000
2018,9,1,12,38,4,35.0000
2018,9,1,12,39,37,35.0000
2018,9,1,12,41,9,35.0000
2018,9,1,12,45,40,35.0000
2018,9,1,12,50,10,35.0000
2018,9,1,12,54,40,35.0000
2018,9,1,12,59,10,35.0000
2018,9,1,13,3,44,35.0000
2018,9,1,13,8,19,35.0000
2018,9,1,13,13,10,35.0000
2018,9,1,13,17,41,35.0000
2018,9,1,13,22,11,35.0000
2018,9,1,13,26,41,35.0000
2018,9,1,13,31,12,35.0000
2018,9,1,13,32,42,35.0000
2018,9,1,13,34,12,35.0000
2018,9,1,13,35,42,35.0000
2018,9,1,13,37,13,35.0000
2018,9,1,13,42,9,35.0000
2018,9,1,13,43,41,35.0000
2018,9,1,13,45,14,35.0000
2018,9,1,13,46,47,35.0000
2018,9,1,13,48,19,35.0000
2018,9,1,13,49,52,35.0000
2018,9,1,13,51,24,35.0000
2018,9,1,13,52,57,35.0000
2018,9,1,13,54,30,35.0000
2018,9,1,13,56,2,35.0000
2018,9,1,13,57,35,35.0000
2018,9,1,13,59,7,35.0000
2018,9,1,14,0,40,35.0000
2018,9,1,14,2,12,35.0000
2018,9,1,14,3,46,35.0000
2018,9,1,14,5,19,35.0000
2018,9,1,14,6,52,35.0000
2018,9,1,14,8,46,35.0000
2018,9,1,14,10,18,35.0000
2018,9,1,14,11,50,35.0000
2018,9,1,14,13,23,35.0000
2018,9,1,14,14,56,35.0000
2018,9,1,14,16,28,35.0000
2018,9,1,14,18,1,35.0000
2018,9,1,14,19,33,35.0000
2018,9,1,14,21,6,35.0000
2018,9,1,14,22,38,35.0000
2018,9,1,14,24,11,35.0000
2018,9,1,14,25,44,35.0000
2018,9,1,14,27,16,35.0000
2018,9,1,14,28,49,35.0000
2018,9,1,14,30,21,35.0000
2018,9,1,14,31,54,35.0000
2018,9,1,14,33,27,35.0000
2018,9,1,14,34,59,35.0000
2018,9,1,14,36,32,35.0000
2018,9,1,14,38,4,35.0000
2018,9,1,14,39,37,35.0000
2018,9,1,14,41,9,35.0000
2018,9,1,14,42,42,35.0000
2018,9,1,14,44,15,35.0000
2018,9,1,14,45,47,35.0000
2018,9,1,14,47,20,35.0000
2018,9,1,14,48,52,35.0000
2018,9,1,14,50,25,35.0000
2018,9,1,14,51,58,35.0000
2018,9,1,14,53,30,35.0000
2018,9,1,14,55,3,35.0000
2018,9,1,14,56,35,35.0000
2018,9,1,14,58,8,35.0000
2018,9,1,14,59,41,35.0000
2018,9,1,15,1,13,35.0000
2018,9,1,15,2,47,35.0000
2018,9,1,15,4,20,35.0000
2018,9,1,15,5,52,35.0000
2018,9,1,15,7,25,35.0000
2018,9,1,15,9,18,35.0000
2018,9,1,15,10,51,35.0000
2018,9,1,15,12,24,35.0000
2018,9,1,15,13,56,35.0000
2018,9,1,15,15,29,35.0000
2018,9,1,15,17,1,35.0000
2018,9,1,15,18,34,35.0000
2018,9,1,15,20,6,35.0000
2018,9,1,15,21,39,35.0000
2018,9,1,15,23,12,35.0000
