Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
EQU	0	30/08/18	05:42:01	//	05:42:02	57.8985	6.2051	16.74	NaN	2062.10	354.14	203.70	1.35	32.88	1016.80	1012.98	-0.77	2.91	85.97	124.00	-55.62	9.89	9.89	9.89	3.29	4.87	26.87	31.63	16.610	296.924	97.898	16.767	1016.95	1
EQU	0	30/08/18	05:43:34	//	05:43:34	57.9010	6.1939	16.75	NaN	2061.70	354.10	204.33	1.35	32.87	1016.70	1012.69	-0.61	2.90	84.95	124.00	-55.60	9.89	9.89	9.89	4.61	4.94	26.94	31.63	16.629	296.570	97.811	16.782	1017.02	1
EQU	0	30/08/18	05:45:07	//	05:45:07	57.9036	6.1829	16.76	NaN	2062.50	354.22	204.45	1.36	32.87	1016.80	1012.89	-0.75	2.93	85.81	124.00	-52.47	9.89	9.89	9.89	3.16	4.94	26.94	31.63	16.631	296.574	97.833	16.792	1016.94	1
EQU	0	30/08/18	05:46:39	//	05:46:40	57.9062	6.1718	16.76	NaN	2063.60	354.47	205.12	1.36	32.87	1016.80	1013.19	-0.70	2.92	85.22	124.00	-52.47	9.89	9.89	9.89	4.20	5.00	26.94	31.63	16.641	296.423	97.793	16.797	1017.11	1
EQU	0	30/08/18	05:48:12	//	05:48:12	57.9087	6.1608	16.77	NaN	2064.70	354.77	205.20	1.36	32.87	1016.70	1012.93	-0.58	2.90	86.24	124.00	-55.04	9.89	9.89	9.89	3.88	5.06	26.94	31.63	16.647	296.485	97.837	16.808	1016.94	1
EQU-DRAIN	0	30/08/18	05:49:45	//	05:49:46	57.9113	6.1495	16.77	NaN	2067.80	355.36	205.00	1.36	32.87	1016.90	1013.20	-0.74	2.90	85.54	124.00	-55.05	9.89	9.89	9.89	3.90	5.00	26.94	31.63	16.604	296.441	97.800	16.797	1017.06	1
STD1	0	30/08/18	05:54:36	//	05:54:36	57.9194	6.1147	16.66	0.00	5.80	-0.19	-17.50	-0.11	32.87	1016.90	1013.02	-0.70	2.89	87.05	124.00	-55.21	9.89	9.89	9.89	3.68	5.00	26.94	31.74	16.526	297.772	98.027	16.694	1017.19	1
STD2	0	30/08/18	05:59:06	//	05:59:07	57.9270	6.0821	16.62	189.97	1242.90	189.48	-24.67	-0.15	32.87	1016.90	1013.23	-0.67	2.92	75.69	124.00	-55.55	9.89	9.89	9.89	3.78	4.94	26.94	31.74	16.461	298.272	98.085	16.643	1017.11	1
STD3	0	30/08/18	06:03:37	//	06:03:37	57.9344	6.0496	16.61	395.35	2236.00	393.96	-28.08	-0.17	32.87	1017.00	1013.31	-0.70	2.91	72.46	124.00	-55.08	9.89	9.89	9.89	3.94	4.87	26.94	31.84	16.452	298.201	98.031	16.628	1017.39	1
STD4	0	30/08/18	06:08:07	//	06:08:08	57.9420	6.0167	16.61	519.92	2727.80	519.80	-29.46	-0.18	32.86	1017.00	1013.44	-0.72	2.93	68.22	124.00	-55.60	9.89	9.89	9.89	4.10	5.06	26.94	31.84	16.479	298.188	98.057	16.642	1017.46	1
ATM	0	30/08/18	06:12:38	//	06:12:38	57.9494	5.9837	16.57	NaN	2246.40	396.81	206.16	1.37	32.86	1017.30	1013.57	-0.64	2.89	103.01	124.00	-40.17	9.89	9.89	9.89	3.84	4.94	26.94	31.94	16.409	298.520	98.059	16.590	1017.56	1
ATM	0	30/08/18	06:14:08	//	06:14:09	57.9520	5.9725	16.55	NaN	2247.30	397.02	207.70	1.38	32.87	1017.30	1013.54	-0.73	2.90	104.83	124.00	-41.61	9.89	9.89	9.89	3.05	4.94	26.94	31.94	16.401	298.634	98.055	16.571	1017.48	1
ATM	0	30/08/18	06:15:39	//	06:15:39	57.9545	5.9614	16.55	NaN	2247.30	396.98	208.00	1.38	32.86	1017.30	1013.69	-0.64	2.91	104.77	124.00	-41.60	9.89	9.89	9.89	3.88	4.94	26.94	32.05	16.404	299.179	98.245	16.576	1017.58	1
ATM	0	30/08/18	06:17:09	//	06:17:09	57.9571	5.9503	16.54	NaN	2247.30	396.98	207.66	1.38	32.86	1017.30	1013.49	-0.75	2.91	102.28	124.00	-55.50	9.89	9.89	9.89	4.07	4.94	26.94	32.05	16.412	299.146	98.239	16.578	1017.52	1
ATM	0	30/08/18	06:18:39	//	06:18:40	57.9597	5.9392	16.54	NaN	2248.30	397.21	208.12	1.38	32.87	1017.40	1013.60	-0.76	2.90	100.55	124.00	-43.02	9.89	9.89	9.89	3.82	4.94	26.94	32.05	16.386	299.672	98.389	16.567	1017.49	1
EQU	0	30/08/18	06:23:35	//	06:23:36	57.9682	5.9028	16.51	NaN	2035.50	347.87	208.08	1.38	32.86	1017.40	1013.70	-0.69	2.89	86.62	124.00	-55.31	9.89	9.89	9.89	4.59	4.81	27.00	32.15	16.375	299.657	98.340	16.546	1017.70	1
EQU	0	30/08/18	06:25:08	//	06:25:09	57.9708	5.8914	16.52	NaN	2036.00	347.98	208.20	1.38	32.87	1017.40	1013.75	-0.83	2.91	85.49	124.00	-55.23	9.89	9.89	9.89	3.57	4.81	26.94	32.15	16.382	299.450	98.282	16.551	1017.60	1
EQU	0	30/08/18	06:26:41	//	06:26:41	57.9735	5.8802	16.52	NaN	2038.10	348.39	207.33	1.37	32.86	1017.50	1013.72	-0.73	2.91	84.85	124.00	-55.24	9.89	9.89	9.89	3.84	4.75	26.94	32.26	16.385	299.525	98.322	16.558	1017.64	1
EQU	0	30/08/18	06:28:13	//	06:28:14	57.9761	5.8689	16.52	NaN	2038.80	348.56	207.91	1.38	32.86	1017.50	1013.83	-0.83	2.89	85.06	124.00	-55.40	9.89	9.89	9.89	4.04	4.75	26.94	32.15	16.364	299.522	98.290	16.543	1017.74	1
EQU	0	30/08/18	06:29:46	//	06:29:46	57.9788	5.8575	16.51	NaN	2040.70	348.92	208.08	1.38	32.86	1017.60	1013.86	-0.79	2.89	85.01	124.00	-55.53	9.89	9.89	9.89	3.90	4.75	27.00	32.26	16.371	299.450	98.256	16.538	1017.79	1
EQU	0	30/08/18	06:31:18	//	06:31:19	57.9815	5.8460	16.50	NaN	2041.70	349.20	207.70	1.38	32.86	1017.50	1013.84	-0.70	2.89	85.86	124.00	-55.03	9.89	9.89	9.89	3.78	4.69	26.94	32.26	16.349	299.648	98.303	16.529	1017.87	1
EQU	0	30/08/18	06:32:51	//	06:32:52	57.9842	5.8347	16.49	NaN	2043.80	349.65	206.83	1.37	32.86	1017.60	1013.88	-0.81	2.92	86.29	124.00	-54.34	9.89	9.89	9.89	3.78	4.75	27.00	32.47	16.364	299.786	98.349	16.530	1017.72	1
EQU	0	30/08/18	06:34:24	//	06:34:24	57.9869	5.8233	16.49	NaN	2043.60	349.57	206.87	1.37	32.86	1017.60	1013.96	-0.72	2.89	85.06	124.00	-54.81	9.89	9.89	9.89	3.45	4.75	26.94	32.36	16.360	299.879	98.376	16.528	1017.88	1
EQU	0	30/08/18	06:35:56	//	06:35:57	57.9896	5.8118	16.51	NaN	2043.30	349.50	206.79	1.37	32.86	1017.70	1013.96	-0.70	2.91	86.56	124.00	-54.84	9.89	9.89	9.89	3.96	4.69	26.94	32.47	16.409	299.732	98.379	16.553	1017.97	1
EQU	0	30/08/18	06:37:29	//	06:37:29	57.9923	5.8004	16.55	NaN	2040.20	348.82	206.66	1.37	32.87	1017.60	1014.10	-0.84	2.89	85.33	124.00	-55.60	9.89	9.89	9.89	3.84	4.69	26.94	32.47	16.448	299.297	98.330	16.598	1017.92	1
EQU	0	30/08/18	06:39:02	//	06:39:02	57.9950	5.7889	16.57	NaN	2034.50	347.45	206.45	1.37	32.85	1017.80	1014.08	-0.83	2.89	84.85	124.00	-55.57	9.89	9.89	9.89	3.84	4.69	26.94	32.47	16.417	299.068	98.243	16.592	1017.97	1
EQU	0	30/08/18	06:40:34	//	06:40:35	57.9977	5.7775	16.56	NaN	2030.50	346.58	206.54	1.37	32.85	1017.80	1013.85	-0.80	2.89	85.33	124.00	-55.63	9.89	9.89	9.89	3.80	4.69	27.00	32.57	16.432	299.241	98.292	16.589	1018.11	1
EQU	0	30/08/18	06:42:07	//	06:42:07	58.0004	5.7662	16.58	NaN	2027.80	345.94	206.00	1.36	32.86	1017.80	1014.20	-0.80	2.90	85.70	124.00	-51.17	9.89	9.89	9.89	3.80	4.75	27.00	32.57	16.436	299.029	98.272	16.612	1018.07	1
EQU	0	30/08/18	06:43:39	//	06:43:40	58.0031	5.7548	16.56	NaN	2023.00	344.81	205.87	1.36	32.86	1017.90	1014.17	-0.79	2.90	86.24	124.00	-51.20	9.89	9.89	9.89	4.08	4.69	27.00	32.57	16.408	299.801	98.483	16.592	1018.17	1
EQU	0	30/08/18	06:45:12	//	06:45:13	58.0059	5.7434	16.53	NaN	2017.60	343.67	205.54	1.36	32.85	1017.80	1014.28	-0.76	2.90	84.90	124.00	-55.60	9.89	9.89	9.89	3.86	4.69	27.00	32.68	16.375	300.237	98.556	16.558	1018.05	1
EQU	0	30/08/18	06:46:45	//	06:46:45	58.0086	5.7321	16.51	NaN	2016.90	343.53	206.20	1.37	32.85	1017.70	1014.07	-0.70	2.90	87.32	124.00	-55.53	9.89	9.89	9.89	3.76	4.69	26.94	32.68	16.355	300.162	98.494	16.540	1018.12	1
EQU	0	30/08/18	06:48:17	//	06:48:18	58.0112	5.7208	16.49	NaN	2022.20	344.65	205.87	1.36	32.84	1017.90	1014.27	-0.62	2.89	85.33	124.00	-55.49	9.89	9.89	9.89	3.18	4.69	26.94	32.78	16.336	300.226	98.470	16.518	1017.98	1
EQU-DRAIN	0	30/08/18	06:49:50	//	06:49:50	58.0138	5.7094	16.47	NaN	2026.00	345.50	205.45	1.36	32.84	1017.90	1014.06	-0.72	2.89	85.22	124.00	-55.66	9.89	9.89	9.89	4.37	4.69	27.00	32.78	16.295	300.652	98.553	16.491	1018.19	1
EQU	0	30/08/18	06:51:43	//	06:51:44	58.0170	5.6955	16.41	NaN	2029.00	346.21	206.33	1.37	32.84	1017.80	1014.43	-0.79	2.89	86.18	124.00	-55.64	9.89	9.89	9.89	4.02	4.94	26.94	32.89	16.220	301.352	98.650	16.428	1018.02	1
EQU	0	30/08/18	06:53:16	//	06:53:17	58.0196	5.6841	16.36	NaN	2029.30	346.19	206.37	1.37	32.84	1018.00	1014.52	-0.82	2.89	84.79	124.00	-55.60	9.89	9.89	9.89	4.47	4.87	27.00	32.89	16.203	302.514	98.951	16.390	1018.03	1
EQU	0	30/08/18	06:54:49	//	06:54:49	58.0221	5.6729	16.34	NaN	2026.20	345.51	206.29	1.37	32.84	1018.00	1014.29	-0.74	2.90	86.29	124.00	-7.86	9.89	9.89	9.89	4.37	4.87	27.00	32.89	16.206	302.268	98.843	16.377	1018.06	1
EQU	0	30/08/18	06:56:21	//	06:56:22	58.0247	5.6616	16.35	NaN	2024.90	345.25	206.66	1.37	32.85	1017.90	1014.28	-0.70	2.90	85.33	124.00	4.85	9.89	9.89	9.89	4.15	4.87	26.94	32.89	16.179	302.021	98.750	16.371	1018.09	1
EQU	0	30/08/18	06:57:54	//	06:57:54	58.0272	5.6504	16.32	NaN	2024.00	345.00	206.91	1.37	32.84	1018.00	1014.10	-0.69	2.90	85.38	124.00	4.85	9.89	9.89	9.89	3.94	4.94	27.00	32.99	16.174	302.203	98.768	16.351	1018.19	1
EQU	0	30/08/18	06:59:27	//	06:59:27	58.0297	5.6390	16.31	NaN	2021.80	344.48	206.70	1.37	32.84	1018.00	1014.48	-0.78	2.88	85.49	124.00	-48.62	9.89	9.89	9.89	2.98	4.87	27.00	32.99	16.169	302.712	98.921	16.344	1018.17	1
EQU	0	30/08/18	07:00:59	//	07:01:00	58.0322	5.6277	16.32	NaN	2020.60	344.22	206.50	1.37	32.85	1018.10	1014.31	-0.71	2.89	84.58	124.00	-42.60	9.89	9.89	9.89	3.88	4.81	26.94	33.10	16.194	302.498	98.882	16.359	0.00	1
EQU	0	30/08/18	07:02:32	//	07:02:32	58.0347	5.6166	16.34	NaN	2021.40	344.35	206.37	1.37	32.84	1018.10	1014.26	-0.78	2.89	86.02	124.00	-42.55	9.89	9.89	9.89	3.20	4.81	26.94	33.10	16.204	302.172	98.808	16.375	1018.32	1
EQU	0	30/08/18	07:04:04	//	07:04:05	58.0371	5.6053	16.34	NaN	2021.30	344.35	206.41	1.37	32.84	1018.10	1014.55	-0.77	2.90	86.67	124.00	-45.80	9.89	9.89	9.89	3.33	4.94	26.94	33.20	16.206	301.706	98.668	16.381	1018.35	1
EQU	0	30/08/18	07:05:37	//	07:05:38	58.0396	5.5939	16.35	NaN	2020.50	344.15	206.37	1.37	32.84	1018.10	1014.56	-0.84	2.88	86.35	124.00	-55.31	9.89	9.89	9.89	3.26	5.06	26.94	33.20	16.204	301.335	98.547	16.381	1018.35	1
EQU	0	30/08/18	07:07:10	//	07:07:10	58.0421	5.5827	16.35	NaN	2020.60	344.19	206.20	1.37	32.84	1018.10	1014.31	-0.67	2.89	84.95	124.00	-55.41	9.89	9.89	9.89	3.94	5.00	26.94	33.31	16.204	301.289	98.524	16.377	1018.33	1
EQU	0	30/08/18	07:08:42	//	07:08:43	58.0446	5.5714	16.35	NaN	2020.90	344.27	206.08	1.36	32.84	1018.10	1014.66	-0.81	2.88	85.54	124.00	-55.53	9.89	9.89	9.89	3.25	5.06	26.94	33.31	16.237	301.829	98.745	16.398	1018.29	1
EQU	0	30/08/18	07:10:15	//	07:10:15	58.0470	5.5601	16.39	NaN	2020.90	344.30	206.54	1.37	32.84	1018.00	1014.44	-0.77	2.89	85.97	124.00	-55.55	9.89	9.89	9.89	4.25	5.06	27.00	33.41	16.252	301.669	98.746	16.424	1018.44	1
EQU	0	30/08/18	07:11:48	//	07:11:48	58.0495	5.5487	16.41	NaN	2021.10	344.23	206.50	1.37	32.83	1018.20	1014.68	-0.78	2.89	84.95	124.00	-55.43	9.89	9.89	9.89	4.00	5.06	26.94	33.41	16.328	300.888	98.582	16.468	1018.37	1
EQU	0	30/08/18	07:13:20	//	07:13:21	58.0520	5.5373	16.47	NaN	2022.80	344.58	207.08	1.37	32.84	1018.30	1014.65	-0.75	2.90	85.17	124.00	-55.41	9.89	9.89	9.89	3.56	5.12	26.94	33.52	16.348	300.776	98.634	16.510	1018.49	1
EQU	0	30/08/18	07:14:53	//	07:14:53	58.0545	5.5262	16.49	NaN	2022.20	344.51	207.29	1.37	32.83	1018.20	1014.58	-0.64	2.88	84.26	124.00	-55.31	9.89	9.89	9.89	4.55	5.06	27.00	33.52	16.358	302.430	99.205	16.524	1018.45	1
EQU	0	30/08/18	07:16:26	//	07:16:26	58.0570	5.5148	16.50	NaN	2021.40	344.27	207.29	1.37	32.83	1018.30	1014.83	-0.74	2.89	85.43	124.00	-55.39	9.89	9.89	9.89	3.68	5.00	27.00	33.62	16.371	302.245	99.182	16.542	1018.49	1
EQU	0	30/08/18	07:17:58	//	07:17:59	58.0596	5.5036	16.50	NaN	2019.00	343.75	206.54	1.37	32.84	1018.30	1014.68	-0.79	2.88	85.06	124.00	-55.45	9.89	9.89	9.89	4.15	4.94	27.00	33.73	16.358	301.748	98.998	16.532	1018.51	1
EQU	0	30/08/18	07:19:31	//	07:19:31	58.0620	5.4924	16.50	NaN	2017.50	343.40	206.62	1.37	32.84	1018.20	1014.80	-0.75	2.89	84.21	124.00	-54.14	9.89	9.89	9.89	3.70	4.87	26.94	33.73	16.357	301.275	98.843	16.533	1018.62	1
EQU	0	30/08/18	07:21:03	//	07:21:04	58.0645	5.4811	16.49	NaN	2018.20	343.63	207.25	1.37	32.84	1018.20	1014.73	-0.67	2.91	85.22	124.00	-54.13	9.89	9.89	9.89	4.49	5.00	27.00	33.83	16.336	301.629	98.937	16.522	1018.50	1
EQU	0	30/08/18	07:22:36	//	07:22:36	58.0669	5.4700	16.47	NaN	2021.90	344.45	207.25	1.37	32.84	1018.20	1014.70	-0.74	2.91	84.58	124.00	-54.05	9.89	9.89	9.89	3.10	5.00	27.00	33.83	16.299	301.861	98.955	16.494	1018.24	1
EQU	0	30/08/18	07:24:08	//	07:24:09	58.0694	5.4588	16.43	NaN	2027.00	345.56	206.83	1.37	32.84	1018.20	1015.04	-0.77	2.89	83.84	124.00	-55.59	9.89	9.89	9.89	4.47	5.00	27.00	33.94	16.265	301.571	98.792	16.461	1018.51	1
EQU	0	30/08/18	07:25:41	//	07:25:42	58.0719	5.4477	16.39	NaN	2035.80	347.50	206.20	1.37	32.83	1018.30	1014.73	-0.75	2.88	85.59	124.00	-55.59	9.89	9.89	9.89	3.18	5.00	27.00	33.94	16.233	301.370	98.628	16.414	1018.49	1
EQU	0	30/08/18	07:27:14	//	07:27:14	58.0744	5.4366	16.38	NaN	2042.50	348.95	206.41	1.37	32.84	1018.40	1014.86	-0.81	2.89	84.69	124.00	-55.64	9.89	9.89	9.89	3.80	4.87	27.00	34.04	16.239	301.153	98.563	16.417	1018.72	1
EQU	0	30/08/18	07:28:46	//	07:28:47	58.0770	5.4254	16.37	NaN	2044.00	349.31	206.08	1.36	32.85	1018.40	1014.95	-0.75	2.90	85.81	124.00	-55.64	9.89	9.89	9.89	4.39	4.94	27.00	34.04	16.222	301.340	98.598	16.405	1018.79	1
EQU	0	30/08/18	07:30:19	//	07:30:19	58.0797	5.4142	16.36	NaN	2043.80	349.24	205.66	1.36	32.85	1018.40	1015.23	-0.75	2.89	85.70	124.00	-55.69	9.89	9.89	9.89	4.20	4.94	27.00	34.04	16.223	301.544	98.649	16.397	1018.82	1
EQU	0	30/08/18	07:31:51	//	07:31:52	58.0825	5.4031	16.36	NaN	2043.90	349.23	205.25	1.36	32.84	1018.50	1015.06	-0.81	2.89	85.38	124.00	-55.77	9.89	9.89	9.89	3.90	4.94	26.94	34.15	16.223	301.786	98.734	16.400	1018.83	1
EQU	0	30/08/18	07:33:24	//	07:33:25	58.0852	5.3917	16.37	NaN	2044.70	349.46	205.66	1.36	32.84	1018.40	1015.10	-0.74	2.88	85.81	124.00	-53.47	9.89	9.89	9.89	4.41	4.94	27.00	34.04	16.224	301.894	98.770	16.400	1018.80	1
EQU	0	30/08/18	07:34:57	//	07:34:57	58.0879	5.3805	16.37	NaN	2045.90	349.70	205.66	1.36	32.85	1018.50	1014.99	-0.78	2.89	85.65	124.00	-49.02	9.89	9.89	9.89	3.45	4.94	26.94	34.04	16.223	301.484	98.635	16.400	1018.75	1
EQU	0	30/08/18	07:36:29	//	07:36:30	58.0906	5.3692	16.37	NaN	2045.90	349.67	205.87	1.36	32.84	1018.50	1015.13	-0.81	2.88	86.13	124.00	-51.22	9.89	9.89	9.89	3.31	4.94	27.00	34.15	16.263	301.430	98.652	16.416	1018.74	1
EQU	0	30/08/18	07:38:02	//	07:38:02	58.0933	5.3580	16.41	NaN	2049.00	350.38	205.75	1.36	32.85	1018.50	1015.14	-0.81	2.89	86.24	124.00	-55.51	9.89	9.89	9.89	4.20	4.94	27.00	34.15	16.277	301.000	98.577	16.448	1018.92	1
EQU	0	30/08/18	07:39:35	//	07:39:35	58.0960	5.3466	16.42	NaN	2053.90	351.42	205.58	1.36	32.85	1018.70	1015.21	-0.75	2.89	85.86	124.00	-38.61	9.89	9.89	9.89	4.49	4.87	27.00	34.15	16.280	300.969	98.577	16.453	1018.79	1
EQU	0	30/08/18	07:41:07	//	07:41:08	58.0987	5.3353	16.42	NaN	2057.20	352.17	205.50	1.36	32.84	1018.60	1015.35	-0.78	2.91	83.84	124.00	-38.59	9.89	9.89	9.89	3.10	5.00	27.00	34.15	16.280	300.169	98.323	16.457	1018.90	1
EQU	0	30/08/18	07:42:40	//	07:42:40	58.1015	5.3241	16.42	NaN	2059.90	352.75	205.45	1.36	32.84	1018.70	1015.18	-0.79	2.88	86.62	124.00	-38.63	9.89	9.89	9.89	3.60	5.06	27.00	34.25	16.284	300.627	98.474	16.457	1018.86	1
EQU	0	30/08/18	07:44:12	//	07:44:13	58.1042	5.3129	16.42	NaN	2062.20	353.21	205.75	1.36	32.84	1018.80	1015.18	-0.75	2.89	85.06	124.00	-55.59	9.89	9.89	9.89	4.89	4.94	26.94	34.25	16.285	300.855	98.550	16.458	1018.92	1
EQU	0	30/08/18	07:45:45	//	07:45:46	58.1070	5.3016	16.43	NaN	2063.40	353.54	205.91	1.36	32.84	1018.70	1015.13	-0.82	2.89	85.43	124.00	-55.59	9.89	9.89	9.89	4.55	4.94	27.00	34.25	16.289	300.606	98.474	16.460	1018.89	1
EQU	0	30/08/18	07:47:18	//	07:47:18	58.1096	5.2904	16.43	NaN	2063.10	353.46	205.33	1.36	32.84	1018.70	1015.03	-0.77	2.91	85.86	124.00	-54.85	9.89	9.89	9.89	3.37	5.00	26.94	34.25	16.286	299.785	98.213	16.464	1018.96	1
EQU	0	30/08/18	07:48:50	//	07:48:51	58.1123	5.2792	16.42	NaN	2063.90	353.72	205.70	1.36	32.85	1018.60	1015.04	-0.75	2.91	85.49	124.00	-54.81	9.89	9.89	9.89	3.29	4.94	27.00	34.25	16.276	300.129	98.298	16.451	1018.93	1
EQU-DRAIN	0	30/08/18	07:50:23	//	07:50:23	58.1150	5.2682	16.42	NaN	2066.20	354.09	205.25	1.36	32.84	1018.80	1014.95	-0.85	2.92	85.70	124.00	-54.74	9.89	9.89	9.89	3.20	4.87	27.00	34.25	16.288	300.117	98.306	16.457	1018.88	1
EQU	0	30/08/18	07:52:16	//	07:52:17	58.1183	5.2546	16.43	NaN	2068.80	354.69	206.37	1.37	32.85	1018.90	1015.20	-0.76	2.91	84.05	124.00	-55.48	9.89	9.89	9.89	3.63	4.75	27.00	34.25	16.302	299.851	98.248	16.471	1018.96	1
EQU	0	30/08/18	07:53:49	//	07:53:49	58.1209	5.2436	16.44	NaN	2069.80	354.93	205.50	1.36	32.84	1018.80	1015.00	-0.78	2.92	85.22	124.00	-55.54	9.89	9.89	9.89	4.04	4.81	26.94	34.25	16.315	300.162	98.374	16.482	1018.93	1
EQU	0	30/08/18	07:55:22	//	07:55:22	58.1235	5.2325	16.46	NaN	2071.30	355.24	205.83	1.36	32.84	1018.90	1015.18	-0.77	2.91	86.35	124.00	-54.49	9.89	9.89	9.89	4.43	4.87	27.00	34.25	16.328	300.538	98.527	16.497	1018.93	1
EQU	0	30/08/18	07:56:54	//	07:56:55	58.1260	5.2213	16.47	NaN	2072.30	355.56	205.79	1.36	32.84	1018.70	1015.06	-0.82	2.93	85.86	124.00	-54.55	9.89	9.89	9.89	2.94	4.94	26.94	34.36	16.335	300.234	98.445	16.505	1019.09	1
EQU	0	30/08/18	07:58:27	//	07:58:27	58.1286	5.2102	16.48	NaN	2073.30	355.71	206.50	1.37	32.84	1018.80	1015.26	-0.81	2.92	85.06	124.00	-51.81	9.89	9.89	9.89	4.10	4.94	27.00	34.36	16.344	300.025	98.392	16.513	1019.18	1
EQU	0	30/08/18	07:59:59	//	08:00:00	58.1312	5.1990	16.48	NaN	2073.60	355.76	206.95	1.37	32.84	1018.90	1015.26	-0.72	2.92	84.85	124.00	-52.89	9.89	9.89	9.89	3.57	4.94	26.94	34.46	16.343	300.392	98.526	16.519	1019.06	1
EQU	0	30/08/18	08:01:32	//	08:01:33	58.1337	5.1877	16.48	NaN	2073.50	355.71	207.16	1.37	32.84	1018.90	1015.30	-0.69	2.92	85.01	124.00	-52.88	9.89	9.89	9.89	3.61	4.87	27.00	34.46	16.320	299.819	98.313	16.507	1018.96	1
EQU	0	30/08/18	08:03:05	//	08:03:05	58.1363	5.1766	16.45	NaN	2071.20	355.25	206.66	1.37	32.84	1018.80	1015.29	-0.76	2.90	86.18	124.00	-55.59	9.89	9.89	9.89	3.55	4.94	27.00	34.57	16.304	299.975	98.318	16.485	1019.09	1
EQU	0	30/08/18	08:04:37	//	08:04:38	58.1389	5.1653	16.44	NaN	2068.10	354.52	206.50	1.37	32.84	1018.80	1015.27	-0.81	2.91	85.33	124.00	-55.61	9.89	9.89	9.89	3.61	4.94	27.00	34.67	16.293	300.366	98.428	16.476	1019.18	1
EQU	0	30/08/18	08:06:10	//	08:06:10	58.1414	5.1541	16.44	NaN	2066.80	354.14	206.33	1.37	32.83	1019.00	1015.27	-0.77	2.93	85.27	124.00	-55.62	9.89	9.89	9.89	4.12	4.87	27.00	34.78	16.295	300.152	98.345	16.470	1019.26	1
EQU	0	30/08/18	08:07:42	//	08:07:43	58.1440	5.1428	16.44	NaN	2064.50	353.70	206.20	1.36	32.84	1018.90	1015.46	-0.74	2.91	86.40	124.00	-55.58	9.89	9.89	9.89	4.20	5.00	27.00	34.88	16.290	300.298	98.392	16.470	1019.23	1
EQU	0	30/08/18	08:09:15	//	08:09:16	58.1467	5.1315	16.43	NaN	2061.90	353.04	206.75	1.37	32.84	1018.90	1015.29	-0.73	2.93	86.88	124.00	-55.59	9.89	9.89	9.89	3.49	4.94	27.00	34.99	16.286	300.066	98.309	16.466	1019.28	1
EQU	0	30/08/18	08:10:48	//	08:10:48	58.1493	5.1204	16.43	NaN	2059.70	352.56	206.29	1.37	32.84	1019.00	1015.53	-0.76	2.91	85.70	124.00	-54.63	9.89	9.89	9.89	4.98	5.00	27.00	34.99	16.276	300.502	98.441	16.461	1019.32	1
EQU	0	30/08/18	08:12:20	//	08:12:21	58.1519	5.1089	16.42	NaN	2058.10	352.19	206.58	1.37	32.83	1019.00	1015.50	-0.84	2.91	85.59	124.00	-54.63	9.89	9.89	9.89	3.57	4.87	27.00	35.20	16.253	300.189	98.299	16.442	1019.32	1
EQU	0	30/08/18	08:13:53	//	08:13:53	58.1545	5.0976	16.39	NaN	2056.20	351.72	206.83	1.37	32.83	1019.10	1015.58	-0.71	2.91	84.85	124.00	-54.62	9.89	9.89	9.89	3.76	4.94	27.00	35.30	16.226	300.083	98.213	16.417	1019.35	1
EQU	0	30/08/18	08:15:26	//	08:15:26	58.1572	5.0861	16.36	NaN	2054.30	351.34	206.29	1.37	32.84	1019.00	1015.36	-0.75	2.92	84.37	124.00	-55.58	9.89	9.89	9.89	3.02	4.81	27.00	35.41	16.189	300.187	98.188	16.389	1019.27	1
EQU	0	30/08/18	08:16:58	//	08:16:59	58.1598	5.0745	16.32	NaN	2052.80	351.00	206.16	1.36	32.84	1019.00	1015.57	-0.70	2.91	86.18	124.00	-55.64	9.89	9.89	9.89	4.17	4.75	27.00	35.51	16.143	300.399	98.172	16.348	1019.40	1
EQU	0	30/08/18	08:18:31	//	08:18:31	58.1624	5.0630	16.28	NaN	2050.70	350.48	206.08	1.36	32.83	1019.10	1015.62	-0.81	2.91	84.42	124.00	-55.61	9.89	9.89	9.89	4.20	4.69	27.00	35.61	16.099	300.472	98.111	16.306	1019.39	1
EQU	0	30/08/18	08:20:03	//	08:20:04	58.1649	5.0514	16.24	NaN	2049.70	350.23	206.75	1.37	32.83	1019.20	1015.63	-0.81	2.89	84.10	124.00	-55.57	9.89	9.89	9.89	2.59	4.87	27.06	35.72	16.055	300.604	98.057	16.260	1019.40	1
EQU	0	30/08/18	08:21:38	//	08:21:38	58.1675	5.0398	16.20	NaN	2047.00	349.62	206.54	1.37	32.84	1019.20	1015.67	-0.70	2.91	85.33	124.00	-55.55	9.89	9.89	9.89	3.94	5.00	27.00	35.82	16.026	300.797	98.044	16.223	1019.36	1
EQU	0	30/08/18	08:23:10	//	08:23:11	58.1700	5.0281	16.17	NaN	2044.50	349.06	206.50	1.37	32.84	1019.20	1015.57	-0.75	2.91	83.73	124.00	-55.58	9.89	9.89	9.89	3.45	5.06	27.00	35.93	16.015	300.993	98.066	16.203	1019.40	1
